epoch,loss,acc
52,1.343422698563543,0.6024548760775862
53,1.3296435845309291,0.604424838362069
54,1.317196925138605,0.6085331357758621
55,1.3011099685882699,0.612616177262931
56,1.2897789026128834,0.6161014951508621
57,1.2755748609016682,0.6195194639008621
58,1.2658612728118896,0.6225417564655172
59,1.2505557773442104,0.6257913523706896
60,1.2427108082278022,0.6270036368534483
61,1.2292842042857204,0.6296134159482759
62,1.2218402079467117,0.6328714304956896
63,1.2092430920436466,0.6371649380387931
64,1.1986475401911243,0.6393453663793104
65,1.1844749245150337,0.642754916487069
66,1.1765889001303707,0.6446827855603449
67,1.1687248914406216,0.6470736799568966
68,1.1585748349798137,0.6505758351293104
69,1.1481763237509235,0.6530424973060345
70,1.1397770776830871,0.6540695716594828
71,1.1293640516955277,0.6585230334051724
72,1.1177108596111167,0.6604172279094828
73,1.112354324809436,0.6630270070043104
74,1.1060838966534055,0.6637089170258621
75,1.093705109994987,0.6684233566810345
76,1.0848961128243084,0.6722622575431034
77,1.0754597937238628,0.6729020743534483
78,1.0701521105807403,0.674249057112069
79,1.0580543099806226,0.6778269800646551
80,1.0538691970808753,0.6781889816810345
81,1.0453047541708782,0.6802010371767241
82,1.029420728827345,0.6855552936422413
83,1.0220877471668968,0.6881145608836207
84,1.0207916760239109,0.6877693965517241
85,1.0177850307061755,0.6873484644396551
86,1.0013321432574043,0.6939570985991379
87,0.9981641003797794,0.6945043103448276
88,0.9934552157747334,0.6944958917025862
89,0.9867255307477096,0.697332974137931
90,0.9793012548109581,0.6997322871767241
91,0.9691531390979372,0.7021316002155172
92,0.9669768661260605,0.7029397898706896
93,0.9570772730070969,0.7048424030172413
94,0.9499691601457267,0.7074858566810345
95,0.9457945196792997,0.7082940463362069
96,0.9402021770847255,0.7101545662715517
97,0.9392064768692543,0.7089759563577587
98,0.9329300903040787,0.7111311287715517
99,0.9246780348235163,0.7153572871767241
100,0.9203495866265791,0.7142376077586207
101,0.9152807341567402,0.7164601293103449
102,0.9135202503409879,0.7175040409482759
103,0.9104336325464577,0.7165948275862069
104,0.9033944935634218,0.7210903825431034
105,0.8924707780624258,0.723077182112069
106,0.8882179686735416,0.7240621632543104
107,0.8851157216162517,0.7250808189655172
108,0.8840424428726065,0.7244746767241379
109,0.8749085844590746,0.7281367860991379
110,0.875328135901484,0.7280020878232759
111,0.8724864330785028,0.73046875
112,0.8644606969479857,0.7307549838362069
113,0.8555119823792885,0.7328091325431034
114,0.8520963120049444,0.7342487203663793
115,0.8502942077044783,0.7347117456896551
116,0.8484731229214832,0.7345012796336207
117,0.8416385229291587,0.7360671470905172
118,0.8394067369658371,0.7377677128232759
119,0.8360683244877848,0.7391146955818966
120,0.8320707560613237,0.7415981950431034
121,0.8271090167349783,0.7427178744612069
122,0.8244127189290935,0.741766567887931
123,0.8157684623167433,0.7433492726293104
124,0.8204894965064937,0.7430546201508621
125,0.8122685854804927,0.7463042160560345
126,0.81124157741152,0.7458327720905172
127,0.8069818672435037,0.7477269665948276
128,0.8036676825120531,0.7477017106681034
129,0.7953218452889343,0.7503956761853449
130,0.7942765827836662,0.7512038658405172
131,0.7899792898317863,0.7514480064655172
132,0.7890026620749769,0.7526266163793104
133,0.787651080509712,0.7512712149784483
134,0.7843727397507635,0.7531906654094828
135,0.779667164745002,0.7549249057112069
136,0.7736726547109669,0.7566928205818966
137,0.7737783943784649,0.7566338900862069
138,0.7695551031622393,0.757635708512931
139,0.7681201927620789,0.7581408270474138
140,0.7641170225266752,0.7606243265086207
141,0.7591074232397408,0.760674838362069
142,0.7577389113861939,0.7616261449353449
143,0.7646315950771858,0.7584859913793104
144,0.7501749586442421,0.7637223868534483
145,0.7512120142065245,0.7645895070043104
146,0.7489652525762032,0.7645726697198276
147,0.7411127635117235,0.7656334186422413
148,0.742713557748959,0.7666268184267241
149,0.740321159362793,0.7675949622844828
150,0.7374663404349623,0.7665005387931034
151,0.736116609182851,0.7674771012931034
152,0.7301324405546846,0.7692955280172413
153,0.7321791253213225,0.7697669719827587
154,0.7298604866553997,0.7687819908405172
155,0.7245365180845919,0.7725367052801724
156,0.7204658630593069,0.772772427262931
157,0.7191949486732483,0.7724188442887931
158,0.7203753492955504,0.7721747036637931
159,0.7140480069250896,0.7749360183189655
160,0.7156774997711182,0.7745403421336207
161,0.7112598819979306,0.7744477370689655
162,0.7074189674237679,0.7752222521551724
163,0.7079110325410448,0.7759125808189655
164,0.7041148820827747,0.7775289601293104
165,0.7039161632800924,0.7759546740301724
166,0.7019220518654791,0.7781098464439655
167,0.6971603123278454,0.778875942887931
168,0.6975197206283438,0.7784381734913793
169,0.6893742218099791,0.7823528421336207
170,0.6890656141371563,0.7822770743534483
171,0.6921740436348421,0.7789517106681034
172,0.6843126739921241,0.782891635237069
173,0.6908650829874236,0.780096646012931
174,0.6875164539649569,0.7815783270474138
175,0.6808731740918653,0.7844743399784483
176,0.6795609500901453,0.7848615975215517
177,0.678249912015323,0.7852993669181034
178,0.6802619397640228,0.7847100619612069
179,0.6724883035339159,0.786200161637931
180,0.6710078890981346,0.786376953125
181,0.6706990491727303,0.7870336072198276
182,0.6705339895240192,0.7873030037715517
183,0.6723647328286335,0.7860907192887931
184,0.6663092272035007,0.7883553340517241
185,0.6672778586889135,0.7889362203663793
186,0.6657693750899414,0.7893908270474138
187,0.6616931978998513,0.7900053879310345
188,0.6571653942609655,0.7907293911637931
189,0.6625789820120253,0.789862271012931
190,0.6526891193513212,0.7925141433189655
191,0.6560034541220501,0.7905020878232759
192,0.6548254356302065,0.7910324622844828
193,0.6564831327775429,0.7896097117456896
194,0.6478767785532721,0.793768521012931
195,0.6477583466932691,0.7938106142241379
196,0.6499166745564033,0.7924552128232759
197,0.6475041955709457,0.7931539601293104
198,0.6454396725728594,0.7959152747844828
199,0.6440584007008322,0.7939958243534483
200,0.6472235589191832,0.7945851293103449
201,0.6426487729467195,0.7947787580818966
202,0.6331249449787468,0.7976326778017241
203,0.6394967899240297,0.7972117456896551
204,0.6409804558959501,0.7953933189655172
205,0.6306012689039625,0.7987776131465517
206,0.6372647064513174,0.7963362068965517
207,0.6322094690183113,0.7975737473060345
208,0.6333975966634422,0.7978263065732759
209,0.6318199084750538,0.7986008216594828
210,0.6286962422831305,0.7980199353448276
211,0.6289663358495153,0.7989880792025862
212,0.6257101210026905,0.799560546875
213,0.6238734747829109,0.8016146955818966
214,0.6223450431535984,0.8012611126077587
215,0.619012404104759,0.8026922817887931
216,0.6162078365169722,0.8026838631465517
217,0.6179080975466761,0.8024313038793104
218,0.6195560575559221,0.8025154903017241
219,0.6159708489631784,0.8031047952586207
220,0.615503653883934,0.8030542834051724
221,0.6113456908998818,0.8051505253232759
222,0.6080981431336239,0.8056135506465517
223,0.6122832010532248,0.8038456357758621
224,0.6115423574529845,0.8051000134698276
225,0.6108843329651602,0.8062533674568966
226,0.6054681960878701,0.8068089978448276
227,0.6083931311451155,0.8059671336206896
228,0.6110234615103952,0.8044686153017241
229,0.6075421371336641,0.8058071794181034
230,0.600085760498869,0.8077855603448276
231,0.6054956784536099,0.8063543911637931
232,0.6031055178107887,0.8072046740301724
233,0.6004967139712696,0.8066153690732759
234,0.6003162773518727,0.8074067214439655
235,0.5967676336395329,0.8089641702586207
236,0.6020830129754955,0.8076761179956896
237,0.5972287233533531,0.8094692887931034
238,0.5958905204616743,0.8091325431034483
239,0.5882252547247656,0.8116918103448276
240,0.593838663964436,0.8093009159482759
241,0.5945245418055304,0.8106394800646551
242,0.596417760026866,0.809014682112069
243,0.5900466149223262,0.8109762257543104
244,0.5879309197952007,0.8126515355603449
245,0.5861741273567594,0.812744140625
246,0.5845405515925638,0.8131734913793104
247,0.5829190529625992,0.8134176320043104
248,0.5869266873803632,0.8120622306034483
249,0.5843762336619969,0.812079067887931
250,0.580045912286331,0.8140658674568966
251,0.5821523170532852,0.8136449353448276
252,0.583296082656959,0.8134933997844828
253,0.5771043647466034,0.8149666621767241
254,0.5776284468071214,0.815008755387931
255,0.5808020660589481,0.8136786099137931
256,0.5784078795334389,0.8130808863146551
257,0.5717427460797901,0.8161873653017241
258,0.572513691824058,0.8165156923491379
259,0.5733390347710972,0.8162968076508621
260,0.5740345690784783,0.8157832704741379
261,0.5735154914958723,0.8157327586206896
262,0.5784646711986641,0.813653353987069
263,0.5753700607295694,0.8166167160560345
264,0.56723919613608,0.8183341190732759
265,0.569235845115678,0.8184856546336207
266,0.5674737594250975,0.8182583512931034
267,0.564065380599992,0.8195211476293104
268,0.5602451185214108,0.8200515220905172
269,0.5707168024161766,0.8170376481681034
270,0.5634937525309366,0.8189739358836207
271,0.5625342891134065,0.8196221713362069
272,0.5631316083258596,0.818670864762931
273,0.5599677046311313,0.8196558459051724
274,0.5608038912559378,0.8200431034482759
275,0.5624939858399588,0.8193948679956896
276,0.5656972545488127,0.819159146012931
277,0.5555038431595112,0.8209944100215517
278,0.5590712055563927,0.8201020339439655
279,0.5549625114634119,0.8225939520474138
280,0.5556967656674057,0.8210028286637931
281,0.5564950339753052,0.8211543642241379
282,0.5533930422930882,0.8230233028017241
283,0.5596592205351797,0.8198073814655172
284,0.5565026053066912,0.8209438981681034
285,0.5514619907942312,0.8237641433189655
286,0.5522559953146967,0.822821255387931
287,0.5561851293876253,0.822509765625
288,0.5525542068584212,0.8223245554956896
289,0.5519797398612417,0.8227286503232759
290,0.5495589737748278,0.8230401400862069
291,0.5523410688700348,0.822198275862069
292,0.5519774574144133,0.8233937230603449
293,0.5483088940382004,0.824286099137931
294,0.5492328626328501,0.8234442349137931
295,0.5442770788895672,0.824530239762931
296,0.5484402434065424,0.8229812095905172
297,0.5475240000363054,0.8250690328663793
298,0.5450649374517901,0.8245723329741379
299,0.547033297604528,0.8251111260775862
300,0.5462212637066841,0.8255488954741379
301,0.5407658283566606,0.8265170393318966
302,0.5419260810675293,0.8270053205818966
303,0.542167247112455,0.8266349003232759
304,0.5437790576753945,0.8260203394396551
305,0.5394206915436119,0.8261466190732759
306,0.5400064032653282,0.82666015625
307,0.5403205618776125,0.826416015625
308,0.5284341434980261,0.8307937095905172
309,0.5385802722182768,0.8268622036637931
310,0.5380706579006952,0.8273757408405172
311,0.537444636482617,0.8286974676724138
312,0.5317106909792999,0.8295645878232759
313,0.5314823363361687,0.8289416082974138
314,0.5296710431575775,0.8287816540948276
315,0.5297300784752287,0.8292446794181034
316,0.5296238504093269,0.8294551454741379
317,0.530168334728685,0.8289163523706896
318,0.533899994245891,0.8301286368534483
319,0.5315058485701166,0.8285796066810345
320,0.5295054442409811,0.8301286368534483
321,0.5295986551149138,0.8307179418103449
322,0.5299540079873184,0.8294467268318966
323,0.5334885102407686,0.8283775592672413
324,0.5287628998530323,0.8300360317887931
325,0.5309255418592486,0.8301538927801724
326,0.5323366974962169,0.8295561691810345
327,0.5222431100134192,0.8322248787715517
328,0.5278178576765389,0.8307179418103449
329,0.5222242022382801,0.8330835802801724
330,0.5253576250939533,0.8316608297413793
331,0.5228594248664791,0.8308273841594828
332,0.5224348039462648,0.8326710668103449
333,0.5242832292770517,0.8318376212284483
334,0.5248812809586525,0.8297750538793104
335,0.5227814969317667,0.8314335264008621
336,0.5213064502539306,0.8322669719827587
337,0.5193519032207029,0.8318628771551724
338,0.5234316715906406,0.8321406923491379
339,0.5204650649222834,0.8321827855603449
340,0.5219232614698082,0.8327889278017241
341,0.5174387230955321,0.8322669719827587
342,0.5180758558984461,0.8330919989224138
343,0.5189732449321911,0.8340433054956896
344,0.5209166173791063,0.8314166891163793
345,0.5152697188073191,0.834295864762931
346,0.5138591070627344,0.8347420528017241
347,0.5169964874612873,0.8343042834051724
348,0.5139215534617161,0.8345736799568966
349,0.5113859577425595,0.8345905172413793
350,0.5182988027046467,0.8335129310344828
351,0.5080975109133227,0.8360721982758621
352,0.5129889098220858,0.8355418238146551
353,0.5072271351156563,0.8364341998922413
354,0.5079274647708597,0.8364678744612069
355,0.5066013945073917,0.8374191810344828
356,0.5098472666637651,0.8346410290948276
357,0.5084895386264242,0.8355754983836207
358,0.5109593331299979,0.835626010237069
359,0.5148650934470111,0.835028286637931
360,0.504990131947501,0.838934536637931
361,0.5085714151119364,0.83642578125
362,0.5070081515045002,0.8372676454741379
363,0.507070342528409,0.837646484375
364,0.5021095458289673,0.837890625
365,0.5099351609061504,0.8366783405172413
366,0.5055579239952153,0.8380000673491379
367,0.5044472402539747,0.837090853987069
368,0.5045721166092774,0.8375538793103449
369,0.5052425185668057,0.8359627559267241
370,0.5035761530543196,0.8381095096982759
371,0.5017574198287109,0.8378316945043104
372,0.5019430579810307,0.837469692887931
373,0.503080296105352,0.8375622979525862
374,0.4997556813318154,0.8383873248922413
375,0.5001859361755436,0.8389934671336207
376,0.5012090023735474,0.8388335129310345
377,0.49877466595378417,0.8394143992456896
378,0.4967981941741088,0.8389934671336207
379,0.4946455945228708,0.8404835668103449
380,0.5008238173764328,0.8391870959051724
381,0.5044025953473716,0.836358432112069
382,0.49811394923719865,0.8383368130387931
383,0.499409682534892,0.839422817887931
384,0.4994245944865819,0.8390355603448276
385,0.49568023506937353,0.8416958512931034
386,0.4974526449524123,0.8385641163793104
387,0.49455865806546706,0.8406266837284483
388,0.49742465235035993,0.8399700296336207
389,0.49810316439332636,0.8395070043103449
390,0.49581263060199804,0.8397848195043104
391,0.4939680762332061,0.8403067753232759
392,0.4965710994498483,0.8398942618534483
393,0.4902025083529538,0.841241244612069
394,0.49415567183289033,0.8412075700431034
395,0.4959536837092761,0.8407277074353449
396,0.49202695591696377,0.8424114358836207
397,0.49731827604359596,0.8401215651939655
398,0.49538139793379554,0.8400373787715517
399,0.49047691375017166,0.8422767376077587
400,0.4926075516589757,0.83984375
401,0.4928057463518504,0.8408118938577587
402,0.49385270579107876,0.8414096174568966
403,0.48941999108626927,0.8421672952586207
404,0.491136921120101,0.8424956223060345
405,0.4891188262865461,0.8421252020474138
406,0.4917655039964051,0.8409381734913793
407,0.4840835165874711,0.8428912984913793
408,0.4894275816863981,0.840997103987069
409,0.4836462063008341,0.8439099542025862
410,0.4809779594170636,0.8441288389008621
411,0.4878403477627656,0.8429081357758621
412,0.4808684564356146,0.8450127963362069
413,0.49062141827468214,0.8423945985991379
414,0.48595549551577405,0.843194369612069
415,0.488502590306874,0.8423945985991379
416,0.4870009797400442,0.8421588766163793
417,0.483677354095311,0.8450296336206896
418,0.48387353661759147,0.8442803744612069
419,0.48441103177851647,0.843926791487069
420,0.4871406742724879,0.8434048356681034
421,0.4826157285735525,0.8446676320043104
422,0.4819702130967173,0.8440783270474138
423,0.4788297322289697,0.845526333512931
424,0.47733176191305293,0.8470922009698276
425,0.47869035807149163,0.8455684267241379
426,0.4799064331013581,0.8450548895474138
427,0.47950955660178746,0.8450633081896551
428,0.47508106766075925,0.8469154094827587
429,0.4793529482237224,0.8459388469827587
430,0.4821696702776284,0.8454337284482759
431,0.48222823826403455,0.8446339574353449
432,0.48294202212629644,0.8447602370689655
433,0.4781466817547535,0.8446002828663793
434,0.4774765834726136,0.8468143857758621
435,0.47445885194786663,0.848388671875
436,0.4740545310336968,0.8478414601293104
437,0.47548021633049536,0.8464860587284483
438,0.4785341504832794,0.845391635237069
439,0.47036508958915185,0.8482792295258621
440,0.47362502073419505,0.8470501077586207
441,0.4730850252611884,0.8479761584051724
442,0.468807608146092,0.8489190463362069
443,0.4791538954294961,0.8461156384698276
444,0.4743666890366324,0.8458967537715517
445,0.4728582141728237,0.8471932246767241
446,0.4798922371761552,0.8455515894396551
447,0.46818710940665215,0.8500639816810345
448,0.47436234200822897,0.8470585264008621
449,0.47440923287950715,0.8468901535560345
450,0.4764769894295725,0.8465534078663793
451,0.4674478807839854,0.8495672817887931
452,0.4695557466354863,0.8484391837284483
453,0.4721259333450219,0.8476309940732759
454,0.47044281584435493,0.8476983432112069
455,0.46979171602890407,0.8487169989224138
456,0.469380677003285,0.8488264412715517
457,0.4684739737161275,0.8494241648706896
458,0.46963755812110575,0.8476141567887931
459,0.4729382149104414,0.8480940193965517
460,0.464531762846585,0.8501565867456896
461,0.4649756869365429,0.8507037984913793
462,0.4697136807030645,0.8490874191810345
463,0.46339473128318787,0.8508721713362069
464,0.46413515893549756,0.849853515625
465,0.4690369573132745,0.8486412311422413
466,0.46272781388512974,0.8499124461206896
467,0.4662388542602802,0.8498114224137931
468,0.4638051115747156,0.8492810479525862
469,0.4688843298574974,0.8488516971982759
470,0.4604341351780398,0.8515961745689655
471,0.4669389922557206,0.848211880387931
472,0.4629979683407422,0.8503586341594828
473,0.46451534382228193,0.8494073275862069
474,0.4635371524712135,0.8512762661637931
475,0.45967639186258974,0.8516719423491379
476,0.4643142007548234,0.8495504445043104
477,0.45825381577014923,0.8518655711206896
478,0.4549416532290393,0.8531536233836207
479,0.4575807650027604,0.8529094827586207
480,0.460633372438365,0.8513604525862069
481,0.45805888391774274,0.8530105064655172
482,0.4626966452804105,0.8499966325431034
483,0.4633122813598863,0.8503249595905172
484,0.4588790535926819,0.852227572737069
485,0.4597632504742721,0.8508637526939655
486,0.46341829515736677,0.8518234779094828
487,0.46230087866043224,0.850341796875
488,0.4615738492073684,0.8508553340517241
489,0.46189815191359357,0.8504596578663793
490,0.4546116636744861,0.8531452047413793
491,0.459142972940001,0.8520928744612069
492,0.4580093730112602,0.8526148302801724
493,0.4640347955041918,0.8493147225215517
494,0.4576891193102146,0.853827114762931
495,0.4596145959763691,0.8508805899784483
496,0.45913138009350873,0.8531031115301724
497,0.4609242081642151,0.8508890086206896
498,0.45533904818625287,0.8524127828663793
499,0.45621802272467776,0.8520002693965517
500,0.4582118219856558,0.8520676185344828
